-1	0	0	-1	0	0	3	6	13	-1	0	0	-1	0	0	-1	0	0	-1	0	0	3	12	6	-1	0	0	4	8	11	4	8	11	-1	0	0	3	12	6	-1	0	0	-1	0	0	-1	0	0	-1	0	0	3	6	13	-1	0	0	-1	0	0
-1	0	0	-1	0	0	3	6	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	3	12	7	-1	0	0	4	8	12	4	8	12	-1	0	0	3	12	7	-1	0	0	-1	0	0	-1	0	0	-1	0	0	3	6	14	-1	0	0	-1	0	0
-1	0	0	-1	0	0	3	6	15	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	3	11	8	4	8	13	4	8	13	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	3	6	15	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	4	10	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	4	10	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	4	1	13	-1	0	0
-1	0	0	3	14	2	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	4	10	15	-1	0	0	-1	0	0	-1	0	0	-1	0	0	4	10	15	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	4	1	14	-1	0	0
-1	0	0	3	14	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	3	10	8	-1	0	0
-1	0	0	3	14	4	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	3	10	9	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	4	10	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	4	10	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	3	6	13	-1	0	0	-1	0	0	-1	0	0	-1	0	0	4	10	15	-1	0	0	-1	0	0	-1	0	0	-1	0	0	4	10	15	-1	0	0	-1	0	0	-1	0	0	-1	0	0	3	6	13	-1	0	0	-1	0	0
-1	0	0	-1	0	0	3	6	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	3	6	14	-1	0	0	-1	0	0
-1	0	0	-1	0	0	3	6	15	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	3	6	15	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
