-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	34	-2	19	72	-2	19	0	-2	19	0	-2	19	34	-2	16	72	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	34	-2	26	72	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0
-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	50	-2	19	-56	-2	19	0	-2	19	0	-2	19	50	-2	16	-56	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	32	-2	16	54	-2	26	-120	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0
-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	50	-2	19	-56	-2	19	0	-2	19	0	-2	19	50	-2	16	-56	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	34	-2	26	-55	-2	26	-128	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0
-2	16	0	-2	16	0	-2	16	32	-2	16	36	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	68	-2	16	64	-2	16	0	-2	16	0	-2	16	50	-2	19	-56	-2	19	0	-2	19	0	-2	19	50	-2	16	-56	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	32	-2	16	36	-2	16	100	-2	16	100	-2	16	118	-2	26	-120	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0
-2	16	0	-2	16	0	-2	16	34	-2	0	-39	-2	0	-111	-2	0	-111	-2	0	-111	-2	0	-111	-2	0	-77	-2	16	72	-2	16	0	-2	16	0	-2	16	50	-2	19	-56	-2	19	0	-2	19	0	-2	19	50	-2	16	-56	-2	16	0	-2	16	0	-2	16	32	-2	16	36	-2	16	100	-2	16	100	-2	16	100	-2	16	102	-2	26	-103	-2	26	-111	-2	26	-111	-2	26	-127	-2	26	-128	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0
-2	16	0	-2	16	0	-2	16	50	-2	0	-56	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	50	-2	16	-56	-2	16	0	-2	16	0	-2	16	50	-2	19	-56	-2	19	0	-2	19	0	-2	19	50	-2	16	-56	-2	16	0	-2	16	0	-2	16	34	-2	26	-39	-2	26	-111	-2	26	-111	-2	26	-111	-2	26	-127	-2	26	-128	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0
-2	16	0	-2	16	0	-2	16	50	-2	0	-56	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	50	-2	16	-56	-2	16	0	-2	16	0	-2	16	50	-2	19	-56	-2	19	0	-2	19	0	-2	19	50	-2	16	-56	-2	16	0	-2	16	0	-2	16	50	-2	26	-56	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0
-2	16	0	-2	16	0	-2	16	50	-2	0	-56	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	50	-2	16	-56	-2	16	0	-2	16	0	-2	16	50	-2	19	-56	-2	19	0	-2	19	0	-2	19	50	-2	16	-56	-2	16	0	-2	16	0	-2	16	50	-2	26	-56	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0
-2	16	0	-2	16	0	-2	16	50	-2	0	-56	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	50	-2	16	-56	-2	16	0	-2	16	0	-2	16	50	-2	19	-56	-2	19	0	-2	19	0	-2	19	50	-2	16	-56	-2	16	0	-2	16	0	-2	16	50	-2	26	-56	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0
-2	16	0	-2	16	0	-2	16	50	-2	0	-56	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	50	-2	16	-56	-2	16	0	-2	16	0	-2	16	50	-2	19	-56	-2	19	0	-2	19	0	-2	19	50	-2	16	-56	-2	16	0	-2	16	0	-2	16	50	-2	26	-56	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0	-2	26	0
